x0,x1,x2,x3,x4,y
-0.09218171622768623,0.6770107196749567,0.0164598914142422,0.40693669171464525,-1.119025696559295,0
0.5525532583079122,0.7581461762999816,-0.7820891142137644,0.37480929575804894,-0.2799781429276066,0
0.7584661088873492,1.5257208300045255,-0.6485362532345094,-0.3312194530371143,-1.1391650331651615,0
0.07599673662077515,1.1989870986343643,-1.352578688309136,-1.4863764435498767,-0.2909235781065484,0
-1.3429222396032805,-1.8953386217616923,0.9264365854850724,-1.6568129235321267,1.1554982480109122,1
0.01627941525203634,-0.8345700111192171,0.1807950905377829,0.8928562499648413,0.9151333697961945,1
-0.2938949356101843,0.4053176311149168,-0.10061671887012288,-0.29395092833259695,-0.18957976851679,0
0.8713615652096213,0.5131825114433319,-0.8871227263855562,-0.7327075865847981,0.14137954110945972,0
-0.4160529137850097,-0.5579888984526261,1.3737316186921984,0.7693202674069116,0.9677608836495152,1
-0.5158878867597277,-2.70810681298448,0.2253361765742262,-1.5599841155686345,0.6034198266057973,1
-0.2668053973577108,-0.6387491840449209,0.4723336405293625,0.17244369991267178,0.5931509616054169,1
1.1064399283882695,1.1142283366168142,-0.6414043481321289,-1.1188525436091301,0.8914200232483206,0
0.8229965979354682,-1.4835058371715393,0.8281526410936926,0.034230707140891686,0.8264652784065052,1
-0.004233044227656989,0.2967230012746634,2.172230247167494,0.3387191425475334,-0.290620643211473,1
-0.4191382506449267,-0.9020984761066307,-0.7719505198937138,0.4569764051524065,0.7589571148660975,1
-1.1921387591309784,-0.7539752559488776,0.5703879150193932,-0.0037320852109086807,1.2770747723364795,1
-1.2916384797385239,0.2609288979656234,-0.06736916391488365,1.843896321489648,-0.4714807774679532,0
0.7758775846392504,-0.21862441738671456,-0.5593459648585494,-1.8390211912384415,-0.8380336328384907,0
-0.41856505063176774,-0.1690103879323808,1.4193282241834613,0.8111969503668323,1.456838977385775,1
-0.5051470275355823,-1.7318243215721056,0.7568758075659249,0.992617769279578,1.0612384391649252,1
-0.5800560093906674,-1.4921950256125074,0.3264532342001488,-0.31751855659559763,1.4929560909558341,1
-2.787997248816343,-0.4008583414340614,0.031077969119194273,1.5085215559339429,0.19434865890466355,0
-1.2886652744541074,-2.015310827218639,-0.15351179302690987,-1.8211992232911016,0.21326370122736696,1
-0.4083058922941948,0.3805232723183193,-1.3298302346017377,1.2504891186103408,0.8507921837860993,0
-0.6168873978400753,0.7537522146595818,-1.0305647652263996,0.016204503676510475,-0.6333284949590775,0
1.2765016048396776,-1.1667418924178,0.31912497832070397,0.472056866241323,0.6792173704361847,1
-0.25650231580938887,-0.7340066862669585,0.731785300806199,-0.2309802247285247,1.058234988442263,1
0.0940220966191934,0.2818968550323621,0.133746664684067,-0.8780675050109625,-0.31510812896370977,0
-0.8898942388908759,-1.5784884843012017,-0.8837052229857365,0.8625182392924152,1.5200945271609752,1
0.044682550572767314,-0.05633390978927097,-0.09729906666117137,-1.1514641672351282,-0.8648851876135693,1
1.651284815283606,-0.12051871513976027,-0.03497716521507231,0.3445516106294759,-0.2838724799462122,1
0.2913043649756119,-0.7167794881837525,1.243436560325181,-0.4539935515270693,-0.2970257876607035,1
-0.8118762109264532,-0.0003780137219935214,-0.7034322492250328,1.1984115968355975,-1.5645499235057931,0
0.24597143089397083,-0.24080604075056786,-0.9226129083611758,1.7439299978210991,0.2191676942492281,0
-0.5001130986251727,1.0179311208700421,-0.3178509930841647,1.1241815580518404,-0.24948458742547985,0
-1.3457429861179349,-0.8450540769113533,1.4337315302965545,0.6803932158124453,1.8951335752589213,1
0.26360159890164114,0.6322699061879429,0.24738133879250296,-0.05358342972593627,-0.46821282878088855,0
0.272229771902658,1.392979838153152,0.22718877179611902,-0.9416794130630775,-0.7723966502931949,0
0.5286698425531786,-0.4240723383162456,-0.690156487707863,-1.2116633824335228,-1.376155068337089,0
-0.6048795033215185,-1.0829367660239315,1.5817964140493004,-0.21743110585305517,0.5975833989868167,1
1.6679018168300626,0.6739117252251858,-1.194779270413897,1.2576888950409186,-0.5628237648914485,0
-0.4768115518789903,1.0245493100271228,0.39747019703907094,0.9737013921481951,0.711954443045052,0
